SIZE,INITIALS,CODE,BANDNUM,SPEC,AOU,AGE,HA1,HA2,SEX,HS1,HS2,SKL,BRP,CLP,FAT,MLT,FFM,WWR,FDL,WING,WGHT,STAT,DATE,DAY,MONTH,YEAR,TIME,LOC,SITE,Comment,NOTE
0,WR,N,246066800,ORJU,5671,3,A,9,M,A,9,9,9,9,9,9,9,9,9,999,18.3,300,9/1/16,,,,82,BLCA,10,F,
0,WR,N,246066801,ORJU,5671,U,9,9,F,A,9,9,9,9,9,9,9,9,9,999,16.4,300,9/1/16,,,,84,BLCA,8,F,
0,WR,N,246066802,ORJU,5671,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,18.6,300,9/1/16,,,,84,BLCA,7,F,
0,WR,N,246066803,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.3,300,9/1/16,,,,84,BLCA,7,F,
0,WR,N,246066804,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,18.5,300,9/1/16,,,,84,BLCA,7,F,
0,WR,N,246066805,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,17.8,300,9/1/16,,,,84,BLCA,7,F,
0,WR,N,246066806,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,18.5,300,9/1/16,,,,84,BLCA,7,F,
0,WR,N,246066807,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.6,300,9/1/16,,,,84,BLCA,7,F,
0,WR,N,246066808,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12.8,300,9/1/16,,,,92,BLCA,4,F,
0,WR,N,246066809,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.5,300,9/1/16,,,,92,BLCA,5,F,
0,WR,N,246066810,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.9,300,9/1/16,,,,92,BLCA,5,F,
0,WR,N,246066811,DUFL,4690,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,10.7,300,9/1/16,,,,92,BLCA,5,F,
0,WR,N,246066812,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.9,300,9/1/16,,,,92,BLCA,5,F,
0,WR,N,246066813,YWAR,6520,3,A,R,F,A,9,9,9,9,9,9,9,9,9,999,9.2,300,9/1/16,,,,93,BLCA,5,F,
0,WR,N,246066814,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,17.3,300,9/1/16,,,,93,BLCA,8,F,
0,WR,N,246066815,YWAR,6520,2,J,R,M,H,9,9,9,9,9,9,9,9,9,999,10.8,300,9/1/16,,,,93,BLCA,4,F,
0,WR,N,246066816,DUFL,4690,3,A,9,U,9,9,9,0,0,1,0,0,1,0,62,9.7,300,9/1/16,,,,100,BLCA,3,F,
0,WR,N,246066817,AUWA,6560,2,J,9,U,9,9,9,0,0,0,1,0,0,0,70,11.3,300,9/1/16,,,,100,BLCA,7,F,
0,WR,N,246066818,ORJU,5671,2,J,9,U,9,9,9,0,0,1,2,0,1,0,75,17.7,300,9/1/16,,,,103,BLCA,6,F,
0,WR,N,246066819,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,999.9,300,9/1/16,,,,110,BLCA,5,F,
0,WR,N,246066820,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/1/16,,,,110,BLCA,5,F,
0,WR,N,246066821,YWAR,6520,3,A,R,F,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/1/16,,,,113,BLCA,3,F,
0,WR,N,246066822,DUFL,4690,2,J,9,U,9,9,9,0,0,1,0,0,1,0,65,999.9,300,9/1/16,,,,120,BLCA,5,F,
0,WR,N,246066823,YWAR,6520,2,R,9,M,H,9,9,0,0,4,0,0,1,0,60,11.1,300,9/6/16,,,,82,POMA,2,F,
0,WR,N,246066824,YWAR,6520,2,R,9,U,9,9,9,0,0,3,0,0,1,0,999,11.1,300,9/6/16,,,,82,POMA,5,F,
0,WR,N,246066825,COYE,6810,3,S,A,M,A,9,6,0,0,2,0,0,1,0,52,10.6,300,9/6/16,,,,82,POMA,5,F,
0,WR,N,246066826,YWAR,6520,2,R,9,F,H,9,9,0,0,3,0,0,1,0,58,9.2,300,9/6/16,,,,82,POMA,4,F,
0,WR,N,246066827,YWAR,6520,2,S,R,F,H,9,3,0,0,3,0,0,1,0,54,11,300,9/6/16,,,,82,POMA,3,F,
0,WR,N,246066828,YWAR,6520,3,A,R,F,A,9,9,0,0,2,1,0,2,0,61,10.6,300,9/6/16,,,,82,POMA,10,F,
0,WR,N,246066829,COYE,6810,2,S,9,U,9,9,3,0,0,0,0,0,1,0,53,9.1,300,9/6/16,,,,85,POMA,3,F,
0,WR,N,246066830,AUWA,6560,3,A,R,M,A,9,9,0,0,0,1,0,2,0,77,12.3,300,9/6/16,,,,85,POMA,2,F,
0,WR,N,246066831,AUWA,6560,3,A,R,M,A,9,9,0,0,0,0,0,1,0,75,12.5,300,9/6/16,,,,85,POMA,6,F,
0,WR,N,246066832,AUWA,6560,2,J,R,U,9,9,9,0,0,0,2,0,1,0,74,12.5,300,9/6/16,,,,92,POMA,1,F,
0,WR,N,246066833,AUWA,6560,2,J,R,U,9,9,9,0,0,0,1,0,1,0,75,10.9,300,9/6/16,,,,92,POMA,3,F,
0,WR,N,246066834,YWAR,6520,2,S,R,M,H,9,9,0,0,3,0,0,1,0,62,10.2,300,9/6/16,,,,92,POMA,3,F,
0,WR,N,246066835,AUWA,6560,U,9,9,U,9,9,9,0,0,0,2,0,2,0,74,12.8,300,9/6/16,,,,93,POMA,6,F,
0,WR,N,246066836,GRFL,4691,3,A,9,U,9,9,9,0,0,0,0,0,1,0,73,12.3,300,9/6/16,,,,95,POMA,9,T,"tl=61, bill from nares=9.5, p9-p5=8.0, outer webs of rects strongly paler"
0,WR,N,246066837,AUWA,6560,2,S,J,M,H,9,3,0,0,1,1,0,1,0,78,13.2,300,9/6/16,,,,102,POMA,2,F,
0,WR,N,246066838,YRWA,6556,3,A,R,U,9,9,9,9,9,0,9,9,9,9,72,11.8,300,9/6/16,,,,105,POMA,1,T,poss intergrade or older female?
0,WR,N,246066839,YWAR,6520,2,J,R,M,H,9,9,0,0,1,0,0,1,0,62,9.3,300,9/6/16,,,,105,POMA,2,F,
0,WR,N,246066840,YWAR,6520,2,S,R,M,H,9,3,0,0,4,0,0,1,0,60,10.9,300,9/6/16,,,,105,POMA,2,F,
0,WR,N,246066841,YWAR,6520,2,S,R,U,9,9,2,0,0,2,0,0,1,0,62,10.9,300,9/6/16,,,,112,POMA,9,F,
0,WR,N,246066842,YWAR,6520,2,S,R,M,H,9,1,0,0,9,9,9,9,9,60,999.9,300,9/6/16,,,,112,POMA,9,F,
0,WR,N,246066843,YWAR,6520,2,R,9,M,H,9,9,0,0,4,0,0,1,0,62,11.5,300,9/6/16,,,,114,POMA,2,F,
0,WR,N,246066844,YWAR,6520,2,R,9,F,H,9,9,0,0,2,0,0,1,0,59,9.2,300,9/6/16,,,,114,POMA,4,F,
0,WR,N,246066845,AUWA,6560,3,A,9,M,A,9,9,0,0,1,1,0,1,0,76,12.8,300,9/6/16,,,,114,POMA,6,F,
0,WR,N,246066846,AUWA,6560,3,A,R,M,A,9,9,0,0,1,0,0,1,0,78,13,300,9/16/16,,,,75,POMA,10,F,
0,WR,N,246066847,AUWA,6560,3,A,R,M,A,9,9,0,0,0,0,0,1,0,75,12,300,9/16/16,,,,75,POMA,10,F,
0,WR,N,246066848,YWAR,6520,2,H,R,M,H,9,9,9,9,9,9,9,9,9,999,9.3,300,9/16/16,,,,81,POMA,2,F,
0,WR,N,246066849,AUWA,6560,3,A,R,M,H,9,9,9,9,9,9,9,9,9,999,12.9,300,9/16/16,,,,81,POMA,2,F,
0,WR,N,246066850,AUWA,6560,U,9,9,M,H,9,9,9,9,1,9,9,9,9,999,12.2,300,9/16/16,,,,81,POMA,2,F,
0,WR,N,246066851,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.3,300,9/16/16,,,,81,POMA,2,F,
0,WR,N,246066852,YWAR,6520,2,J,R,F,H,9,9,9,9,9,9,9,9,9,999,9.6,300,9/16/16,,,,81,POMA,6,F,
0,WR,N,246066853,OCWA,6460,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,10.3,300,9/16/16,,,,81,POMA,6,F,
0,WR,N,246066854,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12,300,9/16/16,,,,81,POMA,2,F,
0,WR,N,246066855,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12.8,300,9/16/16,,,,81,POMA,1,F,
0,WR,N,246066856,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.7,300,9/16/16,,,,81,POMA,1,F,
0,WR,N,246066857,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.5,300,9/16/16,,,,81,POMA,1,F,
0,WR,N,246066858,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.8,300,9/16/16,,,,81,POMA,1,F,
0,WR,N,246066859,AUWA,6560,U,9,9,M,H,9,9,9,9,9,9,9,9,9,999,11.8,300,9/16/16,,,,85,POMA,1,F,
0,WR,N,246066860,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.3,300,9/16/16,,,,85,POMA,1,F,
0,WR,N,246066861,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.6,300,9/16/16,,,,85,POMA,1,F,
0,WR,N,246066862,AUWA,6560,U,9,9,M,H,9,9,9,9,9,9,9,9,9,999,11.4,300,9/16/16,,,,85,POMA,1,F,
0,WR,N,246066863,AUWA,6560,U,9,9,M,H,9,9,9,9,9,9,9,9,9,999,12.4,300,9/16/16,,,,85,POMA,1,F,
0,WR,N,246066864,AUWA,6560,U,9,9,M,H,9,9,0,0,1,0,0,2,0,77,12.8,300,9/16/16,,,,85,POMA,6,F,
0,WR,N,246066865,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.6,300,9/16/16,,,,85,POMA,6,F,
0,WR,N,246066866,AUWA,6560,U,9,9,U,9,9,9,9,9,5,9,9,9,9,999,11.4,300,9/16/16,,,,85,POMA,1,F,
0,WR,N,246066867,YWAR,6520,3,A,9,F,A,9,9,9,9,5,9,9,9,9,999,12.5,300,9/16/16,,,,85,POMA,10,F,
0,WR,N,246066868,YWAR,6520,2,H,R,M,H,9,9,9,9,1,9,9,9,9,999,10.8,300,9/16/16,,,,85,POMA,10,F,
0,WR,N,246066869,AUWA,6560,3,A,R,M,A,9,9,9,9,9,9,9,9,9,999,13,300,9/16/16,,,,94,POMA,9,F,
0,WR,N,246066870,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,13.3,300,9/16/16,,,,94,POMA,6,F,
0,WR,N,246066871,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,11.9,300,9/16/16,,,,94,POMA,4,F,
0,WR,N,246066872,AUWA,6560,U,9,9,F,A,9,9,9,9,9,9,9,9,9,71,11.8,300,9/16/16,,,,94,POMA,4,F,
0,WR,N,246066873,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,11.8,300,9/16/16,,,,94,POMA,3,F,
0,WR,N,246066874,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.6,300,9/16/16,,,,94,POMA,2,F,
0,WR,N,246066875,YWAR,6520,2,J,R,M,H,9,9,9,9,9,9,9,9,9,999,11.5,300,9/16/16,,,,94,POMA,10,F,
0,WR,N,246066876,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12,300,9/16/16,,,,94,POMA,999,F,
0,WR,N,246066877,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.8,300,9/16/16,,,,94,POMA,999,F,
0,WR,N,246066878,AUWA,6560,U,9,9,M,H,9,9,9,9,9,9,9,9,9,999,11.7,300,9/16/16,,,,94,POMA,2,F,
0,WR,N,246066879,YWAR,6520,2,S,9,M,H,9,4,0,0,4,0,0,2,1,62,11,300,9/16/16,,,,103,POMA,4,F,
0,WR,N,246066880,AUWA,6560,U,9,9,U,9,9,9,0,0,1,0,0,1,0,69,11.2,300,9/16/16,,,,103,POMA,4,F,
0,WR,N,246066881,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,72,999.9,300,9/16/16,,,,103,POMA,4,F,
0,WR,N,246066882,MOCH,7380,2,I,J,U,9,9,9,0,0,9,3,A,3,1,65,11.3,300,9/16/16,,,,110,POMA,4,F,
0,WR,N,246066883,AUWA,6560,2,S,9,U,9,9,3,0,0,0,0,0,1,0,73,10.7,300,9/16/16,,,,110,POMA,6,F,
0,WR,N,246066884,AUWA,6560,2,S,9,U,9,9,3,0,0,1,1,0,1,0,73,11.5,300,9/16/16,,,,110,POMA,5,F,
0,WR,N,246066885,AUWA,6560,2,S,9,M,H,9,2,0,0,0,0,0,1,0,75,12.1,300,9/16/16,,,,110,POMA,4,F,
0,WR,N,246066886,YWAR,6520,U,9,9,U,9,9,9,0,0,4,0,0,0,0,58,10.5,300,9/16/16,,,,112,POMA,4,F,
0,WR,N,246066887,YWAR,6520,3,A,9,M,A,9,6,0,0,5,0,0,1,0,63,12.4,300,9/16/16,,,,112,POMA,4,F,
0,WR,N,246066888,AUWA,6560,U,9,9,U,9,9,9,0,0,2,0,0,1,0,72,12.4,300,9/16/16,,,,112,POMA,9,F,
0,WR,N,246066889,YWAR,6520,2,R,J,U,9,9,9,0,0,2,0,0,1,0,61,10.1,300,9/16/16,,,,114,POMA,6,F,
0,WR,N,246066890,AUWA,6560,2,S,9,M,H,9,2,0,0,1,0,0,1,0,75,12.4,300,9/16/16,,,,114,POMA,3,F,
0,WR,N,246066891,AUWA,6560,2,J,F,M,H,9,9,0,0,1,0,0,3,0,74,12.3,300,9/16/16,,,,114,POMA,3,F,
0,WR,N,246066892,AUWA,6560,2,J,F,F,H,9,9,0,0,1,0,0,1,0,69,12,300,9/16/16,,,,114,POMA,3,F,
0,WR,N,246066893,AUWA,6560,2,J,R,M,H,9,9,0,0,1,0,0,1,0,73,12,300,9/16/16,,,,114,POMA,3,F,
0,WR,N,246066894,YWAR,6520,2,J,R,U,9,9,9,0,0,2,0,0,1,0,59,8.8,300,9/16/16,,,,123,POMA,4,F,
0,WR,N,246066895,AUWA,6560,3,A,R,M,A,9,9,9,9,9,9,9,9,9,999,11.9,300,9/22/16,,,,85,POMA,2,F,
0,WR,N,246066896,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12.4,300,9/22/16,,,,85,POMA,3,F,
0,WR,N,246066897,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.2,300,9/22/16,,,,85,POMA,4,F,
0,WR,N,246066898,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12,300,9/22/16,,,,85,POMA,4,F,
0,WR,N,246066899,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.5,300,9/22/16,,,,85,POMA,6,F,
0,WR,N,246066900,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12.5,300,9/22/16,,,,85,POMA,6,F,
1,WR,N,252133748,SOSP,5810,2,I,J,U,9,9,9,9,9,2,9,9,9,9,999,19.8,300,8/9/16,,,,80,BLCA,3,T,
1,WR,N,252133749,SOSP,5810,2,S,J,U,9,9,3,9,9,2,9,9,9,9,64,19.1,300,8/9/16,,,,80,BLCA,3,T,
1,WR,N,252133750,SOSP,5810,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.7,300,8/9/16,,,,100,BLCA,8,T,
1,WR,N,252133751,SOSP,5810,2,S,J,U,9,9,9,9,9,3,9,9,9,9,999,18.7,300,8/9/16,,,,100,BLCA,3,T,
1,WR,N,252133752,SOSP,5810,3,A,9,F,B,9,6,1,0,2,0,0,2,1,61,16.9,300,8/9/16,,,,100,BLCA,3,T,
1,WR,N,252133753,SOSP,5810,3,A,M,U,9,9,9,9,9,9,3,F,9,9,999,20.7,300,8/9/16,,,,100,BLCA,5,T,
1,WR,N,252133754,SOSP,5810,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.8,300,8/9/16,,,,100,BLCA,5,T,
1,WR,N,252133755,SOSP,5810,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,18.5,300,8/9/16,,,,105,BLCA,10,T,
1,WR,N,252133756,SOSP,5810,2,J,9,U,9,9,9,9,9,9,9,9,9,9,62,999.9,300,8/9/16,,,,110,BLCA,7,T,
1,WR,N,252133757,SOSP,5810,3,A,M,U,9,9,9,9,9,9,3,F,9,9,999,999.9,300,8/9/16,,,,110,BLCA,8,T,
1,WR,N,252133758,SOSP,5810,2,J,9,U,9,9,9,9,9,9,3,F,9,9,999,19.2,300,8/9/16,,,,113,BLCA,3,T,
1,WR,N,252133759,SOSP,5810,U,9,9,U,9,9,9,0,0,1,3,F,1,0,61,18.5,300,8/9/16,,,,121,BLCA,8,T,
1,WR,N,252133760,SOSP,5810,3,A,9,U,9,9,9,9,9,9,3,0,9,9,999,20.2,300,8/17/16,,,,85,BLCA,10,T,
1,WR,N,252133761,SOSP,5810,3,A,C,M,C,9,9,0,1,9,9,9,9,9,999,21.3,300,8/17/16,,,,101,BLCA,7,T,
1,WR,N,252133762,SOSP,5810,2,J,I,U,9,9,9,9,9,9,9,9,9,9,999,19.9,300,8/17/16,,,,101,BLCA,8,T,
1,WR,N,252133763,SOSP,5810,3,A,B,F,B,9,9,4,0,2,3,F,3,0,61,20.4,300,8/19/16,,,,82,POMA,1,T,
1,WR,N,252133764,SOSP,5810,2,J,9,U,9,9,9,9,9,0,1,0,1,0,999,18.4,300,8/27/16,,,,82,BLCA,1,T,
1,WR,N,252133765,SOSP,5810,2,J,9,U,9,9,9,0,0,2,1,0,1,0,62,18,300,8/27/16,,,,91,BLCA,3,T,
1,WR,N,252133766,SOSP,5810,3,A,9,U,9,9,9,9,9,0,1,0,9,9,63,20.7,300,8/27/16,,,,101,BLCA,1,T,
1,WR,N,252133767,SOSP,5810,2,S,9,U,9,9,2,0,0,1,1,0,1,0,66,999.9,300,8/27/16,,,,103,BLCA,7,T,
1,WR,N,252133768,SOSP,5810,2,J,I,U,9,9,9,0,0,1,0,0,0,0,67,999.9,300,8/27/16,,,,105,BLCA,8,T,
1,WR,N,252133769,SOSP,5810,3,A,9,U,9,9,9,0,0,0,2,0,1,0,66,21.6,300,8/27/16,,,,122,BLCA,999,T,
1,WR,N,252133770,SOSP,5810,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,19.7,300,9/1/16,,,,81,BLCA,4,T,
1,WR,N,252133771,SOSP,5810,U,9,9,U,9,9,9,9,9,9,3,9,9,9,999,20.9,300,9/1/16,,,,92,BLCA,1,T,
1,WR,N,252133772,SOSP,5810,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17,300,9/1/16,,,,92,BLCA,6,T,
1,WR,N,252133773,SOSP,5810,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,21.1,300,9/16/16,,,,91,POMA,2,T,
1,WR,N,252133774,SOSP,5810,3,A,S,U,9,9,6,9,9,1,9,9,9,9,999,20.6,300,9/16/16,,,,95,POMA,4,T,
1,WR,N,252133775,SOSP,5810,3,A,S,U,9,9,6,0,0,1,0,0,2,0,66,19.1,300,9/16/16,,,,102,POMA,2,T,
1,WR,N,252133776,HETH,7590,2,S,J,U,9,9,2,0,0,3,0,0,1,0,86,20.2,300,9/22/16,,,,93,POMA,9,T,
1,WR,N,252133777,SOSP,5810,3,A,9,U,9,9,9,0,0,0,0,0,2,0,59,18.5,300,9/28/16,,,,83,BLCA,4,T,
1,WR,N,252133778,SOSP,5810,3,A,9,U,9,9,9,0,0,2,1,0,2,0,62,19.5,300,9/28/16,,,,83,BLCA,4,T,
1,WR,N,252133779,SOSP,5810,2,J,S,U,9,9,4,0,0,3,1,0,1,0,61,19.3,300,10/6/16,,,,85,POMA,1,T,
1,WR,N,252133780,SOSP,5810,U,9,9,U,9,9,9,0,0,2,0,0,1,0,65,20.6,300,10/13/16,,,,101,BLCA,9,T,
1,WR,N,252133781,SOSP,5810,2,J,9,U,9,9,3,0,0,3,0,0,2,0,68,22.3,300,10/13/16,,,,114,BLCA,5,T,
1C,WR,N,311175731,WAVI,6270,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.5,300,8/9/16,,,,90,BLCA,9,F,
1C,WR,N,311175732,MGWA,6800,3,A,9,F,A,9,9,9,9,9,9,9,9,9,999,12.3,300,8/9/16,,,,90,BLCA,9,F,
1C,WR,N,311175733,LAZB,5990,3,A,9,U,9,9,9,0,0,0,0,0,3,2,999,14,300,8/9/16,,,,113,BLCA,4,T,Supplemental plumage
1C,WR,N,311175734,WAVI,6270,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.3,300,8/9/16,,,,113,BLCA,6,F,
1C,WR,N,311175735,MGWA,6800,3,A,M,M,A,9,9,0,0,0,3,F,2,2,59,12.3,300,8/9/16,,,,121,BLCA,7,F,
1C,WR,N,311175736,MGWA,6800,2,S,R,M,H,9,3,0,0,2,0,0,1,0,58,10.4,300,8/10/16,,,,83,POMA,10,F,
1C,WR,N,311175737,MAWR,7250,2,S,J,U,9,9,1,0,0,3,0,0,0,0,49,9.6,300,8/10/16,,,,105,POMA,4,F,
1C,WR,N,311175738,MGWA,6800,2,H,R,M,H,9,9,9,9,9,9,9,9,9,999,11.4,300,8/17/16,,,,80,BLCA,4,F,
1C,WR,N,311175739,MGWA,6800,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,84,BLCA,10,F,
1C,WR,N,311175740,LISP,5830,U,9,9,U,9,9,9,9,9,9,3,9,9,9,999,999.9,300,8/17/16,,,,84,BLCA,10,F,
1C,WR,N,311175741,MGWA,6800,2,J,R,M,H,9,9,9,9,9,9,9,9,9,999,10.8,300,8/17/16,,,,101,BLCA,7,F,
1C,WR,N,311175742,MGWA,6800,2,J,R,M,H,9,9,9,9,9,9,9,9,9,999,11.5,300,8/17/16,,,,104,BLCA,4,F,
1C,WR,N,311175743,LISP,5830,2,S,9,U,9,9,3,9,9,3,2,0,1,0,62,999.9,300,8/23/16,,,,82,BLCA,8,F,
1C,WR,N,311175744,MGWA,6800,3,A,9,M,A,9,6,0,0,1,1,0,1,0,61,10.5,300,8/23/16,,,,83,BLCA,4,F,
1C,WR,N,311175745,LAZB,5990,U,9,9,U,9,9,9,9,9,5,9,9,9,9,67,19.7,300,8/23/16,,,,100,BLCA,3,F,
1C,WR,N,311175746,WAVI,6270,3,S,A,U,9,9,6,0,0,4,2,0,1,0,65,13.5,300,8/23/16,,,,100,BLCA,3,F,
1C,WR,N,311175747,MGWA,6800,3,A,R,M,A,9,9,9,9,9,9,9,9,9,999,10.1,300,9/1/16,,,,82,BLCA,10,F,
1C,WR,N,311175748,LAZB,5990,2,S,9,F,H,9,1,0,0,3,0,0,0,0,67,14.5,300,9/6/16,,,,82,POMA,2,F,
1C,WR,N,311175749,LAZB,5990,2,S,J,M,A,9,2,0,0,1,2,0,3,2,63,14.5,300,9/6/16,,,,102,POMA,2,F,
1C,WR,N,311175750,LISP,5830,2,J,9,U,9,9,3,0,0,1,0,0,1,0,57,13.6,300,9/16/16,,,,90,POMA,3,F,
1C,WR,N,311175751,LAZB,5990,2,S,J,F,H,9,3,0,0,2,1,0,1,0,66,13.4,300,9/22/16,,,,83,POMA,7,F,
1C,WR,N,311175752,LISP,5830,3,A,9,U,9,9,6,0,0,2,0,0,1,0,61,15.3,300,9/29/16,,,,91,POMA,2,F,
1C,WR,N,311175753,LISP,5830,U,9,9,U,9,9,9,9,9,4,9,9,9,9,999,17.1,300,10/5/16,,,,91,BLCA,9,F,
1C,WR,N,311175754,LISP,5830,2,H,9,U,9,9,9,0,0,2,0,0,2,0,63,17.2,300,10/6/16,,,,94,POMA,1,F,
1C,WR,N,311175755,SAVS,5420,2,J,9,U,9,9,9,0,0,0,0,0,1,0,72,15.7,300,10/13/16,,,,103,BLCA,5,F,
1B,WR,R,115125950,SWTH,,3,A,C,M,C,9,6,0,3,0,0,0,0,0,999,999.9,301,7/12/16,,,,73,WACA,6,T,came in hard on decoy
1B,WR,R,115125951,SWTH,,3,A,C,M,C,9,6,0,3,0,0,0,1,0,94,26.7,301,6/23/16,,,,71,WACA,5,T,"RS/BR, passively caught"
1B,WR,R,115125952,SWTH,,3,A,C,M,C,9,6,0,3,1,0,0,1,0,98,28.9,301,6/23/16,,,,72,WACA,5,T,R/BS passively caught
1B,WR,R,115125958,SWTH,,3,A,C,M,C,9,6,0,2,1,0,0,1,1,99,31.8,301,7/15/16,,,,114,STCR,6,T,"recovered unit N920 from 2014, added S/WR"
1B,WR,R,130121538,SWTH,,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,301,7/4/16,,,,80,WACA,5,T,"passive, released at net"
1B,WR,R,130121559,GWCS,,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,26.9,300,9/22/16,,,,104,POMA,8,F,
1B,WR,R,130121583,GWCS,,U,9,9,U,9,9,9,9,9,4,9,9,9,9,999,25.6,300,10/12/16,,,,115,POMA,7,F,
1B,WR,R,130121585,GWCS,,U,9,9,U,9,9,9,9,9,3,9,9,9,9,999,28.4,300,10/12/16,,,,115,POMA,1,F,
1B,WR,R,164119046,SWTH,,3,A,C,M,C,9,6,0,2,1,0,0,2,1,98,28.2,301,7/19/16,,,,91,WACA,5,T,"recovered unit V011 from 2015, added RS/BY"
1B,WR,R,164119050,SWTH,,3,A,C,M,C,9,6,0,2,0,0,0,3,1,103,29.7,301,7/15/16,,,,83,STCR,10,T,"recoveredn unit V-13, added color bands WS/YR"
1,WR,R,183161189,SOSP,,U,9,9,U,9,9,9,9,9,1,9,9,9,9,999,20.2,300,8/9/16,,,,101,BLCA,6,F,
0A,WR,R,224029437,OCWA,,U,9,9,U,9,9,9,9,9,3,9,9,9,9,999,9.4,300,9/22/16,,,,104,POMA,4,F,
0A,WR,R,224029500,OCWA,,U,9,9,U,9,9,9,9,9,1,9,9,9,9,999,9,300,8/17/16,,,,80,BLCA,6,F,
0,WR,R,225053827,AUWA,,U,9,9,U,9,9,9,9,9,1,9,9,9,9,999,11.7,300,9/29/16,,,,81,POMA,4,F,
0A,WR,R,230027526,OCWA,,U,9,9,U,9,9,9,9,9,1,9,9,9,9,999,9.8,300,8/23/16,,,,84,BLCA,2,F,
0A,WR,R,231030216,NAWA,,U,9,9,U,9,9,9,9,9,2,9,9,9,9,999,8.7,300,8/17/16,,,,95,BLCA,10,F,
0,WR,R,246066681,ORJU,,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17,300,8/17/16,,,,84,BLCA,10,F,
0,WR,R,246066697,ORJU,,2,J,9,M,A,9,9,9,9,9,9,9,9,9,999,17.5,300,9/1/16,,,,85,BLCA,7,F,
0,WR,R,246066798,ORJU,,U,9,9,U,9,9,9,9,9,1,0,0,2,0,73,16.9,300,9/28/16,,,,84,BLCA,3,F,
1,WR,R,252133753,SOSP,,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,22.1,300,9/1/16,,,,81,BLCA,5,F,
1,WR,R,252133757,SOSP,,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,21.1,300,9/1/16,,,,91,BLCA,4,F,
1,WR,R,252133759,SOSP,,3,A,M,U,9,9,9,9,9,9,2,A,9,9,999,18.8,300,8/17/16,,,,75,BLCA,3,F,
